"year","shapeID","country","adm2","built_m2"
2023,"17698898B67359070524975","AFG","Deh Bala",916135.141343471
2023,"17698898B98443198567384","AFG","Gulran",412292.790784538
2023,"17698898B82675281335003","AFG","Koshk",778555.785340471
2023,"17698898B74585757664988","AFG","Chaparhar",5928052.11886214
2023,"17698898B84066352785355","AFG","Koshki Kohna",81808.0006095171
2023,"17698898B31168234973124","AFG","Pachier Agam",1199462.10029543
2023,"17698898B88962028797570","AFG","Kohsan",1147581.81223163
2023,"17698898B58246966451205","AFG","Khogayani",4818321.11470124
2023,"17698898B9118080572878","AFG","Shirzad",1498008.1971941
2023,"17698898B30811011988841","AFG","Ghoryan",1816187.64979567
2023,"17698898B26698492431192","AFG","Hesarak",909460.383468363
2023,"17698898B40667895693210","AFG","Zanda  Jan
",849109.663199011
2023,"17698898B91002428816885","AFG","Azra",171580.226967495
2023,"17698898B41376487693068","AFG","Guzara",4175336.23355067
2023,"17698898B76505255120202","AFG","Karukh",509353.763615056
2023,"17698898B14177024461677","AFG","Ali Khail (Jaji)",1315981.14539277
2023,"17698898B13869186183429","AFG","Dand Patan",1356413.75748188
2023,"17698898B48568225140824","AFG","Pashtun Zarghun",1127735.70096992
2023,"17698898B82499644290934","AFG","Chamkani",2289424.81127966
2023,"17698898B63154587164483","AFG","Laja Ahmad Khail",645156.750858892
2023,"17698898B66498358059232","AFG","Sayed Karam",805898.497589973
2023,"17698898B88187802806148","AFG","Ahmad Abad",1530371.58956471
2023,"17698898B82424005626981","AFG","Obe",791555.516121809
2023,"17698898B50071469520952","AFG","Jani Khail",171490.270144985
2023,"17698898B70680099642368","AFG","Farsi",2566.99994740449
2023,"17698898B10808081288517","AFG","Gardiz",10797807.0563625
2023,"17698898B98040886120926","AFG","Zurmat",4595157.61215304
2023,"17698898B63284847438017","AFG","Anar Dara",254945.68430152
2023,"17698898B57803424859740","AFG","Shawak",28581.2840374697
2023,"17698898B70788174101538","AFG","Qala Ka",182165.132188795
2023,"17698898B43056583417710","AFG","Khaki Safed",105904.402055724
2023,"17698898B23157226416647","AFG","Shindand",3707865.83712274
2023,"17698898B94993264286601","AFG","Zadran",418686.018567831
2023,"17698898B38396690303170","AFG","Jaji Maidan",1558059.71512373
2023,"17698898B23350919974293","AFG","Bak",1497004.34067401
2023,"17698898B4337459540017","AFG","Shib Koh",470437.448096895
2023,"17698898B69525481970606","AFG","Sabri",4435952.42133541
