"year","shapeID","country","adm2","built_m2"
2021,"17698898B67359070524975","AFG","Deh Bala",832332.365929378
2021,"17698898B98443198567384","AFG","Gulran",412292.790784538
2021,"17698898B82675281335003","AFG","Koshk",778555.785340471
2021,"17698898B74585757664988","AFG","Chaparhar",5740516.94781993
2021,"17698898B84066352785355","AFG","Koshki Kohna",81808.0006095171
2021,"17698898B31168234973124","AFG","Pachier Agam",1089579.46264755
2021,"17698898B88962028797570","AFG","Kohsan",1145515.99970529
2021,"17698898B58246966451205","AFG","Khogayani",4444123.13029652
2021,"17698898B9118080572878","AFG","Shirzad",1351553.33699136
2021,"17698898B30811011988841","AFG","Ghoryan",1815658.05019813
2021,"17698898B26698492431192","AFG","Hesarak",844700.439164803
2021,"17698898B40667895693210","AFG","Zanda  Jan
",849109.24337479
2021,"17698898B91002428816885","AFG","Azra",159892.626253697
2021,"17698898B41376487693068","AFG","Guzara",4143135.67533845
2021,"17698898B76505255120202","AFG","Karukh",509353.763615056
2021,"17698898B14177024461677","AFG","Ali Khail (Jaji)",1194069.97775491
2021,"17698898B13869186183429","AFG","Dand Patan",1261964.78156248
2021,"17698898B48568225140824","AFG","Pashtun Zarghun",1127735.70096992
2021,"17698898B82499644290934","AFG","Chamkani",2144353.18671689
2021,"17698898B63154587164483","AFG","Laja Ahmad Khail",594779.598551521
2021,"17698898B66498358059232","AFG","Sayed Karam",737862.53258824
2021,"17698898B88187802806148","AFG","Ahmad Abad",1416666.41639172
2021,"17698898B82424005626981","AFG","Obe",791555.516121809
2021,"17698898B50071469520952","AFG","Jani Khail",161769.68888001
2021,"17698898B70680099642368","AFG","Farsi",2566.99994740449
2021,"17698898B10808081288517","AFG","Gardiz",10372203.0594014
2021,"17698898B98040886120926","AFG","Zurmat",4300180.52757781
2021,"17698898B63284847438017","AFG","Anar Dara",254945.68430152
2021,"17698898B57803424859740","AFG","Shawak",28027.2841090894
2021,"17698898B70788174101538","AFG","Qala Ka",182165.132188795
2021,"17698898B43056583417710","AFG","Khaki Safed",105904.402055724
2021,"17698898B23157226416647","AFG","Shindand",3707865.83712274
2021,"17698898B94993264286601","AFG","Zadran",387823.565279268
2021,"17698898B38396690303170","AFG","Jaji Maidan",1432740.65108459
2021,"17698898B23350919974293","AFG","Bak",1375101.2618731
2021,"17698898B4337459540017","AFG","Shib Koh",470437.448096895
2021,"17698898B69525481970606","AFG","Sabri",4122338.58920149
2021,"17698898B12487072568653","AFG","Lash Wa Juwayn",120846.159809774
2021,"17698898B13286214983571","AFG","Tere Zayi",3824531.2059776
2021,"17698898B71599149457148","AFG","Pusht Rod",398760.087433509
2021,"17698898B48544319080592","AFG","Mosa Khail",483719.83051575
2021,"17698898B12847742424468","AFG","Farah",7343251.31631371
2021,"17698898B50021728189298","AFG","Qalandar",88152.3058939765
2021,"17698898B60738219309416","AFG","Bala Buluk",687426.184634827
2021,"17698898B35159094518715","AFG","Nadir Shah Kot",1812978.66831967
2021,"17698898B61842936481586","AFG","Gulistan",47506.3889381494
2021,"17698898B7218373032226","AFG","Khost(Matun)",15598978.0169901
2021,"17698898B51729905625670","AFG","Gurbuz",2288928.40513655
2021,"17698898B41043106697334","AFG","Pur Chaman",59260.9786754139
2021,"17698898B31116405926030","AFG","Mando Zayi",5525496.34613301
2021,"17698898B67472405327916","AFG","Tani",3214047.3919029
2021,"17698898B50082095746100","AFG","Chahar Dara",3068738.87932849
2021,"17698898B63900733266218","AFG","Bakwa",73673.9656579988
2021,"17698898B16828551038730","AFG","Shamal",262919.095722057
2021,"17698898B60886536033067","AFG","Kunduz",11898493.014843
2021,"17698898B16660327351788","AFG","Spira",464979.357729196
2021,"17698898B59041256807288","AFG","Guzargahi Nur",3439.80002322583
2021,"17698898B22210022467973","AFG","Mohammad Agha",327367.883522668
2021,"17698898B48695657788361","AFG","Khoshi",77816.9805080813
2021,"17698898B99069409178709","AFG","Farang Wa Gharu",20114.9991469812
2021,"17698898B11646874618159","AFG","Puli Alam",1909394.31073388
2021,"17698898B6565197896692","AFG","Khost Wa Firing",132691.405343568
2021,"17698898B34606037215802","AFG","Baraki Barak",1918228.05127282
2021,"17698898B10942587519321","AFG","Puli Hisar",21072.8744551213
2021,"17698898B52143357969212","AFG","Charkh",592164.089746184
2021,"17698898B82701186075668","AFG","Kharwar",372647.996176873
2021,"17698898B87088675092373","AFG","Burka",1446820.64277703
2021,"17698898B97188555075093","AFG","Khas Kunar",1712569.56315655
2021,"17698898B50805537510816","AFG","Nurgal",675004.762231063
2021,"17698898B284678917294","AFG","Dih Salah",182221.814195821
2021,"17698898B13238252869015","AFG","Chawkay",1236615.15668755
2021,"17698898B633920692247","AFG","Khwaja Hijran (Jilga Nahrin)",8152.74902078533
2021,"17698898B49094759287106","AFG","Narang",1532374.47843772
2021,"17698898B66712247557735","AFG","Kang",33809.1825690647
2021,"17698898B32644110556911","AFG","Baghlani Jadid",5734156.74145215
2021,"17698898B43925637284130","AFG","Chapa Dara",573840.472748987
2021,"17698898B39156943056373","AFG","Zaranj",6390009.98678483
2021,"17698898B74946320403220","AFG","Asadabad",2034991.85923109
2021,"17698898B34012534665236","AFG","Puli Khumri",5443026.86638002
2021,"17698898B12728543796406","AFG","Sarkani",907998.150867566
2021,"17698898B34314103911118","AFG","Chahar Burjak",486968.949115396
2021,"17698898B22383427297645","AFG","Nahrin",1108299.9225469
2021,"17698898B77023916462062","AFG","Marawara",627237.816456294
2021,"17698898B69274941627579","AFG","Chakhansur",182997.575909685
2021,"17698898B69264511161666","AFG","Andarab",54307.3327713979
2021,"17698898B17409379319517","AFG","Khinjan",427500.862229307
2021,"17698898B95618579984997","AFG","Shaygal wa shital",835299.199383306
2021,"17698898B58844392220215","AFG","Khash Rod",699259.934370322
2021,"17698898B27904956690533","AFG","Dushi",923498.821649706
2021,"17698898B49910454876794","AFG","Dara-I-Pech",1071867.83210336
2021,"17698898B25309519003719","AFG","Dishu",188522.595786192
2021,"17698898B98707545256283","AFG","Dahana-I- Ghuri",730751.679500487
2021,"17698898B10413991082827","AFG","Wata Pur",545777.409949637
2021,"17698898B2508287101636","AFG","Reg(Khanshin)",168358.076236904
2021,"17698898B52947947135359","AFG","Tala Wa Barfak",26642.0461786585
2021,"17698898B27007301103583","AFG","Dangam",244860.853716183
2021,"17698898B34482796057231","AFG","Garmser",274268.233820799
2021,"17698898B82085678459106","AFG","Bar Kunar",237733.10739874
2021,"17698898B9822156796156","AFG","Paryan",1651.3200399857
2021,"17698898B23236612264479","AFG","Nawa-I- Barak Zayi",122482.585220494
2021,"17698898B49694139697201","AFG","Ghaziabad",236218.686609881
2021,"17698898B57544196063492","AFG","Khenj (Hese- Awal)",25768.6565516954
2021,"17698898B93501902948280","AFG","Nad Ali",678003.063777858
2021,"17698898B78521415915100","AFG","Nari",409767.48656332
2021,"17698898B70025799678944","AFG","Ziruk",124523.668179604
2021,"17698898B22352554505248","AFG","Nahri Sarraj",1861690.45023949
2021,"17698898B32986423945251","AFG","Bazarak",305155.952712179
2021,"17698898B167183806480","AFG","Lashkar Gah",6066600.12146627
2021,"17698898B76017578354726","AFG","Nika",35024.2925323922
2021,"17698898B71703822686681","AFG","Dara",139.988103321288
2021,"17698898B63216716382211","AFG","Sangin",464175.185104538
2021,"17698898B31718885342690","AFG","Gayan",166193.01867122
2021,"17698898B51750891516418","AFG","Rukha",186474.628582805
2021,"17698898B29414773205721","AFG","Kajaki",647670.19901627
2021,"17698898B81639948392076","AFG","Urgun",1872225.31447424
2021,"17698898B86893454332633","AFG","Unaba",287049.316662773
2021,"17698898B96274707297205","AFG","Naw Zad",188189.205793643
2021,"17698898B73657459588515","AFG","Sar Hawza",323842.619002624
2021,"17698898B27579571424346","AFG","Shutul",21575.216752901
2021,"17698898B14674073600616","AFG","Musa Qala",845541.470381583
2021,"17698898B70029244120792","AFG","Mata Khan",256916.822879186
2021,"17698898B62190249131225","AFG","Alasay",374894.733109141
2021,"17698898B15919803433958","AFG","Sharan",1142848.81022179
2021,"17698898B34489246879191","AFG","Baghran",198336.977010746
2021,"17698898B88758953841617","AFG","Tagab",2016434.32590245
2021,"17698898B35828896947271","AFG","Barmal",1344647.07051249
2021,"17698898B86043618783876","AFG","Registan",48540.4989150353
2021,"17698898B39301080815863","AFG","Sarobi",457248.351741619
2021,"17698898B39893624636258","AFG","Mahmudi Raqi",451853.661313313
2021,"17698898B62386399242941","AFG","Shorabak",137114.693623331
2021,"17698898B71465249447941","AFG","Omna",55402.7946472399
2021,"17698898B3457791350599","AFG","Yosuf Khel",142723.285894569
2021,"17698898B90427677065575","AFG","Hisa-i-Duwumi Kohistan",428894.973748698
2021,"17698898B16178473007687","AFG","Spin Boldak",5440464.08904461
2021,"17698898B76739008753314","AFG","Yahya Khel",97777.4646049744
2021,"17698898B22800261216411","AFG","Hisa-i-Awali Kohistan",561033.899788327
2021,"17698898B69048224790287","AFG","Arghistan",843074.480489985
2021,"17698898B30671190728626","AFG","Zarghun Shahr",527517.506749227
2021,"17698898B87789129076781","AFG","Panjwayi",496222.518910088
2021,"17698898B85596304948243","AFG","Salang",36221.2544796985
2021,"17698898B3536630965398","AFG","Kandahar",16362534.2445437
2021,"17698898B46371415071663","AFG","Jabalussaraj",616015.905172479
2021,"17698898B85546935814968","AFG","Jani Khel",408798.350691961
2021,"17698898B75395514710531","AFG","Daman",2261618.25372624
2021,"17698898B96190613421572","AFG","Kohi Safi",9245.5583049085
2021,"17698898B75574585660656","AFG","Dila",163287.454344568
2021,"17698898B71321154096819","AFG","Shah Wali Kot",259157.064521072
2021,"17698898B79363414793444","AFG","Waza Khwa",690070.547462912
