"year","shapeID","country","adm2","built_m2"
2010,"17698898B67359070524975","AFG","Deh Bala",330505.217615499
2010,"17698898B98443198567384","AFG","Gulran",396863.951129399
2010,"17698898B82675281335003","AFG","Koshk",711691.746816661
2010,"17698898B74585757664988","AFG","Chaparhar",2788507.70040864
2010,"17698898B84066352785355","AFG","Koshki Kohna",78152.0005822778
2010,"17698898B31168234973124","AFG","Pachier Agam",493441.439067899
2010,"17698898B88962028797570","AFG","Kohsan",1093015.03947949
2010,"17698898B58246966451205","AFG","Khogayani",2075796.27826915
2010,"17698898B9118080572878","AFG","Shirzad",577016.102391465
2010,"17698898B30811011988841","AFG","Ghoryan",1722042.42150935
2010,"17698898B26698492431192","AFG","Hesarak",460892.192198256
2010,"17698898B40667895693210","AFG","Zanda  Jan
",808841.197376895
2010,"17698898B91002428816885","AFG","Azra",60096.5786567368
2010,"17698898B41376487693068","AFG","Guzara",3371129.86898375
2010,"17698898B76505255120202","AFG","Karukh",483813.75418592
2010,"17698898B14177024461677","AFG","Ali Khail (Jaji)",606714.256132655
2010,"17698898B13869186183429","AFG","Dand Patan",599748.858957622
2010,"17698898B48568225140824","AFG","Pashtun Zarghun",1079221.94343934
2010,"17698898B82499644290934","AFG","Chamkani",1455034.75958198
2010,"17698898B63154587164483","AFG","Laja Ahmad Khail",269183.999564296
2010,"17698898B66498358059232","AFG","Sayed Karam",347941.889622062
2010,"17698898B88187802806148","AFG","Ahmad Abad",720733.380268026
2010,"17698898B82424005626981","AFG","Obe",752454.508393086
2010,"17698898B50071469520952","AFG","Jani Khail",85912.7899657036
2010,"17698898B70680099642368","AFG","Farsi",2505.99994865432
2010,"17698898B10808081288517","AFG","Gardiz",6078895.93679811
2010,"17698898B98040886120926","AFG","Zurmat",2431605.11635167
2010,"17698898B63284847438017","AFG","Anar Dara",244754.09452932
2010,"17698898B57803424859740","AFG","Shawak",18613.6634319693
2010,"17698898B70788174101538","AFG","Qala Ka",172371.665284985
2010,"17698898B43056583417710","AFG","Khaki Safed",102671.642982637
2010,"17698898B23157226416647","AFG","Shindand",3587656.83980962
2010,"17698898B94993264286601","AFG","Zadran",148488.465091053
2010,"17698898B38396690303170","AFG","Jaji Maidan",648245.776065865
2010,"17698898B23350919974293","AFG","Bak",701303.282666517
2010,"17698898B4337459540017","AFG","Shib Koh",452498.335872064
2010,"17698898B69525481970606","AFG","Sabri",2493837.93857045
2010,"17698898B12487072568653","AFG","Lash Wa Juwayn",114658.450914798
2010,"17698898B13286214983571","AFG","Tere Zayi",1751734.40257189
2010,"17698898B71599149457148","AFG","Pusht Rod",385163.595993167
2010,"17698898B48544319080592","AFG","Mosa Khail",253422.035262826
2010,"17698898B12847742424468","AFG","Farah",6233014.80007704
2010,"17698898B50021728189298","AFG","Qalandar",64024.8560486133
2010,"17698898B60738219309416","AFG","Bala Buluk",663754.655163927
2010,"17698898B35159094518715","AFG","Nadir Shah Kot",986391.436191776
2010,"17698898B61842936481586","AFG","Gulistan",44961.058995042
2010,"17698898B7218373032226","AFG","Khost(Matun)",10715156.9377933
2010,"17698898B51729905625670","AFG","Gurbuz",1157022.00498172
2010,"17698898B41043106697334","AFG","Pur Chaman",57460.7887156513
2010,"17698898B31116405926030","AFG","Mando Zayi",4436777.90910052
2010,"17698898B67472405327916","AFG","Tani",1444592.47216848
2010,"17698898B50082095746100","AFG","Chahar Dara",2657882.13015527
2010,"17698898B63900733266218","AFG","Bakwa",71536.5727610439
2010,"17698898B16828551038730","AFG","Shamal",113697.992610693
2010,"17698898B60886536033067","AFG","Kunduz",9827555.77772987
2010,"17698898B16660327351788","AFG","Spira",236473.550967554
2010,"17698898B59041256807288","AFG","Guzargahi Nur",2056.73940782668
2010,"17698898B22210022467973","AFG","Mohammad Agha",267225.348566532
2010,"17698898B48695657788361","AFG","Khoshi",35148.1571091622
2010,"17698898B99069409178709","AFG","Farang Wa Gharu",18248.9992468778
2010,"17698898B11646874618159","AFG","Puli Alam",1568092.94908152
2010,"17698898B6565197896692","AFG","Khost Wa Firing",105255.004558226
2010,"17698898B34606037215802","AFG","Baraki Barak",1481658.48499822
2010,"17698898B10942587519321","AFG","Puli Hisar",19508.7380468077
2010,"17698898B52143357969212","AFG","Charkh",443619.26850685
2010,"17698898B82701186075668","AFG","Kharwar",194665.519983896
2010,"17698898B87088675092373","AFG","Burka",507809.124863171
2010,"17698898B97188555075093","AFG","Khas Kunar",512393.77551774
2010,"17698898B50805537510816","AFG","Nurgal",294598.205601143
2010,"17698898B284678917294","AFG","Dih Salah",144049.275544204
2010,"17698898B13238252869015","AFG","Chawkay",504927.163911073
2010,"17698898B633920692247","AFG","Khwaja Hijran (Jilga Nahrin)",7811.74902896304
2010,"17698898B49094759287106","AFG","Narang",821463.247012702
2010,"17698898B66712247557735","AFG","Kang",31887.2119128103
2010,"17698898B32644110556911","AFG","Baghlani Jadid",4497674.52513271
2010,"17698898B43925637284130","AFG","Chapa Dara",265816.080365118
2010,"17698898B39156943056373","AFG","Zaranj",6244987.46904503
2010,"17698898B74946320403220","AFG","Asadabad",1028115.85525906
2010,"17698898B34012534665236","AFG","Puli Khumri",4392819.8577734
2010,"17698898B12728543796406","AFG","Sarkani",376774.705718498
2010,"17698898B34314103911118","AFG","Chahar Burjak",470393.699485881
2010,"17698898B22383427297645","AFG","Nahrin",803047.414550491
2010,"17698898B77023916462062","AFG","Marawara",276667.459488436
2010,"17698898B69274941627579","AFG","Chakhansur",178012.926021101
2010,"17698898B69264511161666","AFG","Andarab",37113.3956302211
2010,"17698898B17409379319517","AFG","Khinjan",273643.370024245
2010,"17698898B95618579984997","AFG","Shaygal wa shital",358033.818217926
2010,"17698898B58844392220215","AFG","Khash Rod",670817.925006051
2010,"17698898B27904956690533","AFG","Dushi",590185.692857346
2010,"17698898B49910454876794","AFG","Dara-I-Pech",480644.784114577
