"year","shapeID","country","adm2","built_m2"
1989,"17698898B67359070524975","AFG","Deh Bala",168029.392867466
1989,"17698898B98443198567384","AFG","Gulran",366440.365022529
1989,"17698898B82675281335003","AFG","Koshk",603773.430040506
1989,"17698898B74585757664988","AFG","Chaparhar",859062.038363093
1989,"17698898B84066352785355","AFG","Koshki Kohna",72575.2003683984
1989,"17698898B31168234973124","AFG","Pachier Agam",194934.736156871
1989,"17698898B88962028797570","AFG","Kohsan",1017030.35923213
1989,"17698898B58246966451205","AFG","Khogayani",850491.285956515
1989,"17698898B9118080572878","AFG","Shirzad",259481.227580082
1989,"17698898B30811011988841","AFG","Ghoryan",1631563.65158076
1989,"17698898B26698492431192","AFG","Hesarak",278798.927097631
1989,"17698898B40667895693210","AFG","Zanda  Jan
",764230.551416207
1989,"17698898B91002428816885","AFG","Azra",43487.5219403564
1989,"17698898B41376487693068","AFG","Guzara",2530661.59720639
1989,"17698898B76505255120202","AFG","Karukh",442777.173874922
1989,"17698898B14177024461677","AFG","Ali Khail (Jaji)",286194.335534667
1989,"17698898B13869186183429","AFG","Dand Patan",307301.541617722
1989,"17698898B48568225140824","AFG","Pashtun Zarghun",1010483.59620441
1989,"17698898B82499644290934","AFG","Chamkani",802959.357301261
1989,"17698898B63154587164483","AFG","Laja Ahmad Khail",161751.202946844
1989,"17698898B66498358059232","AFG","Sayed Karam",161855.660886813
1989,"17698898B88187802806148","AFG","Ahmad Abad",342787.078551177
1989,"17698898B82424005626981","AFG","Obe",644979.123327819
1989,"17698898B50071469520952","AFG","Jani Khail",59274.5852388313
1989,"17698898B70680099642368","AFG","Farsi",2458.19999617301
1989,"17698898B10808081288517","AFG","Gardiz",2951669.74860479
1989,"17698898B98040886120926","AFG","Zurmat",1498069.93591427
1989,"17698898B63284847438017","AFG","Anar Dara",221826.000918901
1989,"17698898B57803424859740","AFG","Shawak",14540.9234807106
1989,"17698898B70788174101538","AFG","Qala Ka",160138.241576546
1989,"17698898B43056583417710","AFG","Khaki Safed",97793.3182441647
1989,"17698898B23157226416647","AFG","Shindand",3451306.93406664
1989,"17698898B94993264286601","AFG","Zadran",92617.0347302641
1989,"17698898B38396690303170","AFG","Jaji Maidan",301031.328163059
1989,"17698898B23350919974293","AFG","Bak",157849.060677295
1989,"17698898B4337459540017","AFG","Shib Koh",433705.09760729
1989,"17698898B69525481970606","AFG","Sabri",1038052.2404597
1989,"17698898B12487072568653","AFG","Lash Wa Juwayn",106598.125643305
1989,"17698898B13286214983571","AFG","Tere Zayi",452395.393154247
1989,"17698898B71599149457148","AFG","Pusht Rod",364560.803263214
1989,"17698898B48544319080592","AFG","Mosa Khail",147089.461654014
1989,"17698898B12847742424468","AFG","Farah",4895921.10569964
1989,"17698898B50021728189298","AFG","Qalandar",51345.7951364818
1989,"17698898B60738219309416","AFG","Bala Buluk",629019.848166456
1989,"17698898B35159094518715","AFG","Nadir Shah Kot",507364.951407553
1989,"17698898B61842936481586","AFG","Gulistan",43623.9490935289
1989,"17698898B7218373032226","AFG","Khost(Matun)",3771688.80717254
1989,"17698898B51729905625670","AFG","Gurbuz",525669.39780825
1989,"17698898B41043106697334","AFG","Pur Chaman",55496.7171992165
1989,"17698898B31116405926030","AFG","Mando Zayi",2408132.67987729
1989,"17698898B67472405327916","AFG","Tani",696430.318473357
1989,"17698898B50082095746100","AFG","Chahar Dara",1162811.31104116
1989,"17698898B63900733266218","AFG","Bakwa",67948.6929672397
1989,"17698898B16828551038730","AFG","Shamal",58931.1361325252
1989,"17698898B60886536033067","AFG","Kunduz",5751562.5804612
1989,"17698898B16660327351788","AFG","Spira",168148.004143425
1989,"17698898B59041256807288","AFG","Guzargahi Nur",1933.47757986654
1989,"17698898B22210022467973","AFG","Mohammad Agha",188233.663612434
1989,"17698898B48695657788361","AFG","Khoshi",19752.2169612539
1989,"17698898B99069409178709","AFG","Farang Wa Gharu",12936.1995799063
1989,"17698898B11646874618159","AFG","Puli Alam",1052712.76583797
1989,"17698898B6565197896692","AFG","Khost Wa Firing",78379.8031602993
1989,"17698898B34606037215802","AFG","Baraki Barak",739249.453940309
1989,"17698898B10942587519321","AFG","Puli Hisar",16584.7457184913
1989,"17698898B52143357969212","AFG","Charkh",298208.799617302
1989,"17698898B82701186075668","AFG","Kharwar",115503.591627237
1989,"17698898B87088675092373","AFG","Burka",179771.838131059
1989,"17698898B97188555075093","AFG","Khas Kunar",214917.894804849
1989,"17698898B50805537510816","AFG","Nurgal",144512.953305019
1989,"17698898B284678917294","AFG","Dih Salah",114895.061774911
1989,"17698898B13238252869015","AFG","Chawkay",180202.48049872
1989,"17698898B633920692247","AFG","Khwaja Hijran (Jilga Nahrin)",6980.35392285438
1989,"17698898B49094759287106","AFG","Narang",248489.32495194
1989,"17698898B66712247557735","AFG","Kang",27995.025783198
1989,"17698898B32644110556911","AFG","Baghlani Jadid",2929999.95861586
1989,"17698898B43925637284130","AFG","Chapa Dara",176349.142140307
1989,"17698898B39156943056373","AFG","Zaranj",5860850.18897026
1989,"17698898B74946320403220","AFG","Asadabad",277472.108277313
1989,"17698898B34012534665236","AFG","Puli Khumri",2744723.69418692
1989,"17698898B12728543796406","AFG","Sarkani",153113.141656255
1989,"17698898B34314103911118","AFG","Chahar Burjak",446870.728241677
1989,"17698898B22383427297645","AFG","Nahrin",479081.570355151
1989,"17698898B77023916462062","AFG","Marawara",123812.969371012
1989,"17698898B69274941627579","AFG","Chakhansur",172592.133028812
1989,"17698898B69264511161666","AFG","Andarab",22179.69178677
1989,"17698898B17409379319517","AFG","Khinjan",206515.915472387
1989,"17698898B95618579984997","AFG","Shaygal wa shital",179823.477715339
1989,"17698898B58844392220215","AFG","Khash Rod",625724.412203621
1989,"17698898B27904956690533","AFG","Dushi",266328.469845631
1989,"17698898B49910454876794","AFG","Dara-I-Pech",268312.330947012
1989,"17698898B25309519003719","AFG","Dishu",178955.676506163
1989,"17698898B98707545256283","AFG","Dahana-I- Ghuri",354523.502565052
1989,"17698898B10413991082827","AFG","Wata Pur",135446.598814627
1989,"17698898B2508287101636","AFG","Reg(Khanshin)",149399.258092351
1989,"17698898B52947947135359","AFG","Tala Wa Barfak",22883.9970742313
1989,"17698898B27007301103583","AFG","Dangam",101469.646240203
1989,"17698898B34482796057231","AFG","Garmser",233215.175349149
1989,"17698898B82085678459106","AFG","Bar Kunar",63167.5287780068
1989,"17698898B9822156796156","AFG","Paryan",1557.90408225223
1989,"17698898B23236612264479","AFG","Nawa-I- Barak Zayi",92014.114703218
1989,"17698898B49694139697201","AFG","Ghaziabad",94141.1076727907
1989,"17698898B57544196063492","AFG","Khenj (Hese- Awal)",18275.1775575264
1989,"17698898B93501902948280","AFG","Nad Ali",511256.24072365
1989,"17698898B78521415915100","AFG","Nari",125742.993704662
1989,"17698898B70025799678944","AFG","Ziruk",47010.5155117631
1989,"17698898B22352554505248","AFG","Nahri Sarraj",1378307.46179472
1989,"17698898B32986423945251","AFG","Bazarak",56364.9977607855
1989,"17698898B167183806480","AFG","Lashkar Gah",3814725.34967828
1989,"17698898B76017578354726","AFG","Nika",22222.4132106663
1989,"17698898B71703822686681","AFG","Dara",106.704771117866
1989,"17698898B63216716382211","AFG","Sangin",408482.420019231
1989,"17698898B31718885342690","AFG","Gayan",55358.4235810234
1989,"17698898B51750891516418","AFG","Rukha",46769.3413307972
1989,"17698898B29414773205721","AFG","Kajaki",562559.237819611
1989,"17698898B81639948392076","AFG","Urgun",219702.906439493
1989,"17698898B86893454332633","AFG","Unaba",75931.399653068
1989,"17698898B96274707297205","AFG","Naw Zad",173653.361496526
